Load Record,Item Number
9252205,119463
9252201,173617
9252201,173616
9252205,119461
9251287,60422
9252543,201216
9252202,136815
9252543,148457
9261126,10
9251511,50229
9252205,119412
9252205,119411
9252205,119462
9261126,33
9262201,50294
9263102,50580
9262475,50420
9262475,425
9252543,203381
9252202,134297
9252205,119313
9252205,119314
9252205,119286
9252205,119312
9252543,203102
9252201,173026
9252201,173025
9252033,66723
9252205,119934
9252543,205475
9252078,58134
9252205,119932
9252205,119930
9252377,52536
9252205,119931
9252205,119927
9252201,173130
9252205,119929
9272943,714
9252580,50502
9252205,119239
9252205,119928
9252205,119933
9252201,172979
9252202,132574
9252205,119824
9252248,71808
9252205,119842
9253100,68060
9252543,203085
9252359,50889
9252201,173387
9252201,175129
9252202,132662
9252543,200237
9252201,173858
9252205,119680
9252201,173836
9252211,131996
9252543,202635
9252205,119678
9252205,119677
9252211,131821
9252543,204389
9252211,131983
9252211,132020
9252202,135998
9252201,174898
9272947,20
9272927,246
9252211,133777
9252202,135653
9252202,141702
9252543,204289
9252201,174798
9252543,204388
9252498,51917
9252201,174857
9252543,204353
9252543,204377
9252547,54
9252201,174799
9262450,50132
9252201,174858
9252543,204327
9252543,204375
9252205,120348
9251511,50187
9252450,56778
9252205,119238
9262475,50419
9252543,199944
9251511,50191
9251511,50197
9252543,204170
9252543,199948
9252202,133658
9252543,199946
9252543,199947
9252205,120267
9252543,204040
9252202,133659
9252543,204137
9251510,51600
9251342,58984
9252202,135438
9252475,97136
9252475,97133
9252201,174619
9252543,205094
9251250,57930
9252202,135165
9252543,203920
9252202,135210
9252543,203992
9252202,135167
9262201,50220
9252211,132942
9252046,53839
9252543,199951
9252033,66734
9252543,199950
9252205,119237
9272947,22
9252450,56779
9251510,51664
9251510,51665
9252202,137115
9251510,51663
9272825,195
9252543,204071
9252543,203982
9252202,137433
9252026,68079
9252531,54949
9252531,54947
9252475,97188
9252475,97185
9252202,142077
9252475,97194
9252543,205093
9252475,97191
9252475,97192
9252543,204917
9252201,175078
9252454,50167
9253102,192831
9252201,175131
9252543,205051
9251342,59010
9252205,120777
9242822,235
9251342,59008
9252202,135208
9252201,174620
9252202,135209
9252201,174621
9252202,136812
9252202,135214
9252202,136726
9252202,136723
9252202,136538
9252202,136625
9252435,68126
9252211,134605
9272921,8
9251250,57929
9252328,50265
9252078,58266
9252543,204572
9252623,50228
9251512,67726
9252543,204571
9252543,204570
9252202,136337
9252201,174937
9252475,97135
9272947,21
9252202,135834
9252205,120552
9252475,97132
9252475,97134
9252201,175576
9263102,50826
9252543,205838
9272957,122
9272971,19
9272971,23
9252545,61023
9251298,57002
9252060,52716
9252543,205669
9272957,34
9272957,35
9272957,49
9272957,36
9252543,204777
9272957,48
9272957,37
9251344,946
9252543,205496
9263102,51075
9253102,193245
9263102,50846
9262201,50897
9252543,205477
9262201,50303
9252543,205476
9252202,138978
9252475,97131
9251289,56839
9272943,718
9272943,719
9272943,715
9251512,70263
9251512,70032
9252205,120311
9252543,204439
9251510,51703
9252201,175327
9252543,205398
9262201,50754
9253102,193089
9251287,60539
9272943,558
9252201,175574
9252202,141703
9252543,204039
9252202,141701
9252475,97114
9272958,20
9252202,137831
9251510,51718
9252202,141700
9252450,56780
9252543,202947
9251512,71909
9252208,58836
9252464,52542
9252543,207042
9272825,1792
9272825,1762
9252202,141026
9252026,67823
9242822,966
9242822,965
9252202,140981
9252201,175971
9272891,476
9242553,26
9262201,50755
9242822,964
9253100,71798
9252543,206376
9252434,59509
9253100,70433
9252543,203383
9252543,203382
9252202,140592
9252332,51246
9253102,193704
9263102,55586
9262475,51571
9252202,140178
9242602,655
9262450,50457
9253102,193676
9252029,51867
9252543,206121
9252543,206103
9252201,175819
9252434,59474
9252543,206123
9252500,53071
9252202,139931
9262475,51510
9251298,57068
9252450,56959
9252500,53070
9251512,73485
9251511,50251
9252201,175707
9252423,61973
9251512,71910
9251511,50252
9252045,54381
9251512,71886
9252423,61968
9263102,53259
9252211,135805
9251287,60580
9251287,60589
9272971,91
9252201,175578
9252201,175577
9252201,175579
9252201,175580
9252201,175575
9252435,68752
9251160,78118
9252205,122033
9252624,50044
9252475,97974
9251298,57327
9251289,57169
9252543,207082
9252211,137098
9251289,57101
9272890,225
9252547,968
9262205,50822
9242580,657
9262450,50609
9252202,142079
9252205,122100
9242553,240
9252545,61033
9252202,142080
9242580,690
9242580,689
9251289,57094
9242643,141
9252202,141413
9251289,57091
9242822,1016
9242569,82
9252202,141228
9252202,141250
9252435,68479
9242731,215
9242822,2086
9251298,57298
9263102,55304
9252205,121614
9252202,141172
9251512,73511
9251511,50259
9252205,121676
9251511,50253
9251512,73515
9252205,121675
9252202,141171
9252201,176056
9252201,176070
9252205,121649
9252205,121648
9252202,141170
9251511,50260
9252201,176066
9252201,176067
9252205,121685
9252205,121615
9251512,73487
9252543,202946
9251512,73488
9251512,73486
9252201,176042
9251512,73489
9251512,73490
9252201,175995
9251512,73476
9252205,119825
9252435,68800
9262201,51758
9252202,142621
9252201,177228
9251298,57419
9251305,1226
9263102,56332
9242822,1864
9251191,64768
9252205,122679
9251305,711
9242580,784
9252543,206105
9252202,142579
9252516,50231
9252062,55122
9252543,206122
9251298,57422
9252543,207041
9242841,58
9252545,61036
9251316,2993
9253100,71797
9252543,206106
9242822,1470
9252543,206104
9252543,207341
9252202,142502
9252543,207340
9252543,207721
9252033,67407
9242822,1863
9262450,51077
9251191,64752
9262201,51757
9252416,51046
9262205,50873
9251160,78120
9252202,142038
9252205,120789
9242580,656
9242580,658
9262201,51702
9252205,122084
9252543,207044
9251160,78117
9252033,67361
9252202,142056
9262201,51699
9252543,207128
9252580,50575
9251160,78116
9262201,51506
9242897,47
9242822,1572
9262205,50821
9252201,176576
9251160,78119
9251298,57485
9252205,122234
9242580,688
9252543,207121
9252202,142619
9272890,232
9252475,97923
9252475,97921
9252475,97658
9252205,123951
9252475,97925
9252475,97985
9272890,139
9252475,97978
9272989,268
9262201,52107
9252033,67408
9252475,97926
9252475,97928
9272989,292
9242581,880
9252475,97927
9252202,141519
9242822,2070
9252475,97919
9252475,97920
9252517,50324
9272982,266
9251305,1855
9242580,904
9272942,201
9262201,51945
9262201,52037
9262205,50484
9242580,905
9252202,143056
9272928,85
9252579,50096
9242580,903
9242580,921
9262205,51378
9242580,922
9252202,143035
9242553,746
9252543,207827
9252202,143055
9252026,68519
9252536,52084
9252205,123549
9272890,294
9262201,52033
9251191,64753
9242822,1703
9242580,830
9252435,68798
9251191,64755
9252543,207723
9252543,207724
9252543,206107
9252435,68797
9251305,924
9251305,1119
9252423,61978
9251191,64754
9252434,59539
9252202,142449
9252416,51045
9252202,139664
9252537,305
9252202,82257
9263102,58986
9262475,52721
9272982,94
9252202,137434
9252201,177168
9263100,594
9252624,50043
9252202,142039
9252201,177167
9272995,386
9252543,207722
9262450,51022
9272982,84
9252568,50145
9272982,109
9252201,177169
9252475,97585
9272982,89
9252202,142076
9263102,58936
9252026,68510
9272982,88
9252202,142450
9252543,207043
9252026,68511
9252201,178899
9253102,194643
9252033,67421
9252205,123069
9242822,1916
9251316,4588
9252202,142078
9252248,72994
9252202,82258
9252752,50297
9262205,50700
9252435,68799
9252205,125132
9252201,177165
9252201,176744
9253102,194590
9242673,85
9272960,86
9262450,51130
9251305,6203
9252201,177170
9262475,52704
9262475,52705
9262475,52707
9262475,52709
9262475,52714
9262475,52708
9252202,82260
9272982,194
9262475,52706
9262475,52715
9252205,124268
9272825,2227
9252475,97918
9252475,97981
9252201,179857
9253100,72220
9262423,119
9242822,2087
9251513,52743
9242831,42
9273019,19
9252201,179860
9242822,2088
9242580,1508
9242822,2085
9272890,716
9252475,97979
9252475,97975
9262201,52745
9242822,2217
9251513,52813
9252475,97976
9272982,218
9252202,137200
9251246,56703
9252548,53031
9242364,53583
9251289,57267
9242822,2048
9252201,179294
9242822,2049
9242602,1655
9262475,52713
9232417,58907
9262201,52536
9272982,205
9232417,58906
9262209,16
9272970,112
9252403,55773
9272970,114
9272970,113
9272970,115
9272970,116
9272825,2278
9262450,51237
9272989,717
9272989,703
9262450,51236
9251215,63829
9252531,54972
9252543,208356
9242370,60762
9242552,964
9242205,135389
9251316,5291
9272989,716
9252202,80289
9252450,56996
9241290,61657
9252211,137597
9242553,707
9263100,760
9263102,59376
9263102,59365
9263102,59372
9252543,208340
9262205,52829
9252201,180170
9262205,52825
9262205,52827
9262205,52914
9252202,144588
9252202,144591
9252202,144616
9252202,144587
9252202,144589
9242822,2783
9252201,180279
9262205,52968
9272890,726
9262205,52963
9252475,97189
9242822,2329
9252248,73162
9262450,51359
9252435,69088
9262205,52915
9272998,207
9251305,8338
9252201,179989
9272890,725
9262205,52966
9263102,61355
9252202,144584
9262205,52970
9252201,180169
9252202,144590
9252202,144592
9262205,52826
9262205,52828
9262205,52824
9252211,137884
9262475,52712
9252201,180164
9262205,52962
9252202,144602
9262205,52965
9262205,52964
9252201,180166
9252201,180167
9272989,901
9251305,7827
9242729,341
9252435,68480
9251513,52806
9251513,52807
9251513,52805
9252543,206985
9262201,52817
9252475,97980
9252475,97924
9252475,97983
9252475,97922
9252475,97977
9251513,52804
9252475,97982
9252475,97984
9272918,596
9272942,461
9252475,97917
9252202,137197
9252202,144744
9262205,53113
9252202,142501
9252202,141216
9262205,53112
9252201,180172
9252201,175130
9273020,141
9252593,50151
9252202,141248
9252202,137196
9252202,144824
9252201,176061
9252201,176068
9272982,168
9252201,180168
9252201,176071
9252202,137199
9252475,97190
9252201,175128
9252202,137201
9252201,176069
9252201,178900
9252205,121650
9252435,68478
9252202,136724
9252201,180590
9252201,180171
9252543,208803
9252201,176065
9252205,126528
9252202,136725
9262205,53114
9262205,53111
9252201,180589
9252201,179710
9242602,1832
9252475,97186
9252202,141215
9262205,53069
9262205,53071
9252205,126627
9252580,50596
9262205,53068
9252062,55186
9252547,1393
9252201,180165
9262205,53072
9252205,126527
9252475,97187
9252202,137198
9262475,52710
9262205,53070
9262475,52711
9263102,59369
9252202,144615
9252201,180075
9252248,73156
9262205,52971
9262205,52967
9251298,57761
9262205,52969
9262205,52979
9251340,1528
9241229,6588
9251340,466
9241133,85
9241133,52
9241133,56
9241133,98
9251340,1874
9251340,1653
9251340,1909
9251340,1873
9261100,50981
9261100,50972
9261100,50915
9261100,50884
9261100,50954
9261100,50926
9261100,50936
9261100,50931
9261100,50937
9261100,50873
9261100,50911
9251160,22817
9251513,52040
9251513,52023
9251513,52025
9251513,52026
9251513,51979
9251513,51992
9252211,130037
9251289,55696
9252211,132828
9261129,275
9261129,273
9252543,202716
9252423,61812
9252211,134161
9261129,164
9252543,202244
9252543,201945
9263102,50412
9252543,201051
9261129,37
9261129,38
9252026,68309
9251289,56937
9252202,139908
9252564,50165
9272971,50
9272971,46
9242555,51
9252202,139499
9251513,52673
9252435,67883
9252202,138329
9272922,452
9251513,52504
9272922,416
9252435,67830
9252202,138227
9251279,61674
9252026,68177
9272927,286
9251512,69948
9262475,51160
9251513,52234
9251513,52445
9251513,52100
9252211,134578
9251513,52081
9253100,68703
9272927,311
9272927,371
9261129,204
9252211,130939
9272927,245
9261129,165
9272927,240
9272927,256
9253100,68427
9272927,150
9252202,135512
9272927,21
9251298,56368
9252078,58395
9251316,3378
9252201,177373
9272989,167
9242897,82
9251316,1176
9252543,208075
9252201,178016
9272825,2105
9252543,207646
9252248,72932
9253102,194221
9242450,56338
9252543,207105
9242450,56369
9242819,59
9263102,55163
9242602,1049
9242450,56370
9272978,97
9252543,206816
9242580,394
9242642,42
9272957,691
9263102,53272
9253102,193817
9253102,193813
9252202,140874
9252211,136307
9242731,102
9272825,1278
9252202,140577
9252202,140340
9252202,140176
9252202,140116
9252202,140111
9252026,68344
9242581,677
9252543,206082
9272752,612
9272969,303
9242606,64
9252205,126671
9252202,144882
9273025,73
9262450,51305
9252403,55835
9242848,181
9242553,2687
9242586,368
9242822,2243
9272998,76
9242553,980
9251513,52819
9262209,48
9242877,9
9242572,346
9252201,179935
9242560,382
9242613,42
9242553,725
9252202,143903
9252211,137731
9252078,58401
9251316,5854
9252543,208452
9252543,208450
9242849,117
9252064,52912
9252201,179299
9251316,4726
9253102,194599
9253102,194600
9252062,55087
9251208,65197
9253102,194595
9272982,164
9252205,123472
9252202,143685
9252205,124722
9252201,178648
9252078,58394
9252201,178623
9252078,58397
9251305,4087
9252078,58398
9252078,58403
9252201,178611
9262450,50421
9262450,51212
9262201,52585
9242621,172
9242553,812
9272890,694
9272942,448
9242643,283
9242882,23
9242841,69
9242643,282
9272942,277
9242580,1133
9262201,52158
9242868,23
9272942,440
9252205,120095
9252201,174060
9252201,174059
9252201,174058
9252543,202138
9252543,202137
9252498,51902
9262205,29
9252551,50120
9252551,50121
9252201,173699
9252543,200974
9252205,119443
9252543,200900
9252205,119444
9252201,173594
9262450,50423
9262450,50422
9242822,617
9252547,729
9242822,454
9242822,452
9242822,453
9242822,455
9262201,50668
9262201,50613
9262205,50150
9242553,22
9272825,409
9262201,50588
9272958,2
9252547,390
9252078,58238
9252205,120559
9252450,56920
9252450,56922
9252450,56921
9252450,56867
9262205,74
9262205,75
9242580,1007
9262201,52186
9262450,50798
9242868,18
9262450,50785
9262450,50794
9262450,50784
9262450,50795
9262450,50786
9262450,50797
9262450,50799
9262450,50796
9242581,838
9242580,425
9272890,118
9242779,51
9262205,50787
9242580,321
9242553,93
9262205,50519
9272825,1800
9262205,50401
9242643,170
9272942,18
9231110,241
9251512,13844
9251512,13830
9251512,13842
9251512,13848
9251512,13828
9251512,13832
9251512,13838
9231110,242
9231110,143
9231110,243
9251512,13846
9251512,13836
9251264,882
9251264,897
9251160,21110
9251269,114
9221224,7016
920751,323
9251291,1637
9251291,1631
9252320,52512
9251298,54037
9251340,631
9251340,630
9232388,964
9232388,961
9251512,6268
9251342,58826
9251342,58816
9251513,51990
9251513,51949
9252202,134110
9251342,58823
9251342,58825
9251342,58821
9251342,58824
9251342,58822
9251342,58829
9251342,58828
9251342,58830
9251342,58827
9251342,58817
9251342,58820
9251342,58819
9252475,96853
9251154,4998
9261129,126
9251512,69911
9272927,193
9251513,52285
9251513,52152
9251513,52158
9251513,52177
9251513,52197
9251513,52128
9252547,559
9263100,216
9251513,52112
9251512,70895
9251289,56296
9261129,265
9251154,4377
9251513,52447
9251513,52421
9251513,52376
9251510,51749
9251513,52109
9252202,137774
9252202,140204
9263102,52392
9252211,136059
9252211,135967
9252532,50043
9262450,50391
9232523,50918
9272972,27
9272971,159
9252202,139611
9272971,64
9272927,380
9251512,71462
9252211,135611
9251513,52313
9272825,941
9263102,50834
9263102,50844
9263102,51373
9263102,51437
9263102,51442
9263102,50836
9262423,31
9263102,50734
9252211,135253
9252026,68229
9251513,52114
9251513,52525
9251513,52503
9251513,52505
9251513,52403
9253100,70639
9251512,71460
9252543,206330
9252543,206291
9252211,136349
9252211,136418
9252202,140558
9252202,140404
9253102,193706
9262475,52176
9252201,176699
9252543,206835
9251513,52637
9252423,62083
9252211,137115
9242882,8
9252423,62085
9251191,64746
9263102,53999
9263102,54004
9263102,54016
9263102,54019
9262475,52796
9251316,2189
9251316,2394
9251305,3606
9242588,57
9252026,68542
9252202,143414
9251316,1823
9252205,124118
9251316,2403
9251316,2203
9251316,1810
9251316,2377
9251316,2385
9251316,2383
9242735,15
9242575,163
9252202,144197
9252205,123313
9251305,1873
9263102,57153
9242730,66
9263102,56350
9252201,177673
9252202,142541
9251316,2998
9263102,56337
9262475,52378
9251289,57333
9272998,418
9251316,7339
9251316,7610
9251305,8470
9242822,3933
9242848,173
9272998,199
9242822,3235
9242762,32
9272998,105
9272998,56
9272969,105
9251316,5935
9272989,908
9263100,898
9242560,350
9242581,939
9263102,59053
9252202,143669
9251316,4505
9251316,4544
9242553,2289
9242853,13
9262201,52555
9262201,52601
9262201,52609
9262201,52612
9262201,52605
9262450,51176
9242553,632
9242553,596
9272890,695
9242651,10
9242854,136
9242553,630
9262201,52602
9262201,52607
9262201,52606
9242553,607
9242577,6
9262201,52583
9262201,52611
9262201,52613
9242553,631
9262201,52584
9262201,52205
9262201,52227
9242553,402
9262475,52812
9272942,248
9242625,77
9242553,415
9272942,251
9272942,249
9262201,52204
9262475,52813
9262201,52190
9262201,52191
9242865,30
9262201,52313
9272942,301
9272890,423
9242580,1171
9242580,583
9272825,2025
9272915,160
9242580,584
9272825,2038
9242580,464
9272890,86
9242580,576
9272890,110
9272890,108
9272890,88
9272890,105
9252026,68469
9242580,419
9262205,50790
9242580,463
9242580,582
9272890,131
9242580,462
9242580,459
9272890,87
9242643,171
9242741,31
9242642,82
9272934,30
9242580,580
9242580,585
9242580,378
9242580,1143
9242834,13
9272942,300
9242566,220
9262201,52206
9262201,52207
9262201,52208
9262201,52209
9262201,52189
9262201,52312
9272942,244
9252435,68974
9262201,52166
9262201,52137
9242870,28
9242833,37
9242553,384
9262201,52164
9242863,22
9262201,52139
9262201,52154
9242553,633
9242582,20
9262201,52012
9242558,503
9252248,72940
9242700,124
9242841,32
9272825,2056
9262201,51911
9262205,50869
9272978,249
9242700,123
9272942,183
9242602,1231
9262201,51910
9262205,50607
9242580,382
9262205,50605
9242580,372
9242580,371
9242580,374
9242580,381
9242580,376
9242580,380
9242580,383
9272954,104
9262205,50574
9262205,50589
9262205,50590
9262205,50592
9262205,50588
9262205,50572
9262205,50573
9262205,50591
9252248,72607
9252248,72604
9252248,72605
9252248,72608
9242553,97
9262205,50531
9262201,51142
9262205,50527
9272825,1803
9262205,50528
9262205,50529
9242560,163
9252555,50080
9262450,50567
9242553,95
9262205,50532
9242553,96
9262205,50530
9242566,146
9262205,50409
9262205,50408
9262205,50407
9272934,32
9242566,144
9272890,89
9272890,111
9242868,8
9272890,107
9242566,145
9272825,2032
9242580,586
9272934,28
9242580,579
9242580,581
9242580,578
9272942,22
9242580,461
9242580,577
9242580,460
9242702,40
9272890,106
9272825,2039
9272825,2034
9272942,250
9272942,252
9262423,14
9252543,205340
9262201,50606
9252026,68161
9242822,308
9272825,411
9242822,309
9262201,50688
9262201,50604
9262201,50607
9262423,13
9262201,50605
9252547,683
9252547,662
9252547,663
9252547,596
9272778,41
9242822,400
9262205,50755
9262450,50435
9262450,50436
9262450,50434
9252564,50177
9242822,880
9262205,50333
9252580,50557
9262450,50368
9262450,50367
9272890,109
9262450,50349
9242566,147
9272915,113
9272915,114
9242822,623
9272825,601
9262201,50788
9272825,589
9252026,68225
9242552,492
9272825,590
9242822,397
9242822,404
9242822,406
9242822,408
9242822,394
9242822,409
9242822,398
9242822,401
9242822,407
9242822,376
9242822,377
9242822,402
9242580,369
9242580,368
9272954,106
9242580,373
9242580,377
9272954,102
9242580,370
9242580,375
9242580,379
9272954,103
9272954,105
9262205,50606
9252205,120093
9252205,119991
9252205,119977
9252205,119979
9252202,134807
9252205,119994
9252205,119996
9252205,119972
9252205,119974
9252205,120092
9252205,119998
9252205,119971
9252205,119995
9252205,119978
9252205,120000
9252205,119980
9252205,119973
9252205,119992
9252205,119997
9262205,76
9252450,56623
9252201,174050
9252201,174052
9252201,174049
9252201,174051
9242822,403
9242822,405
9242822,399
9242822,375
9252582,50053
9242822,356
9242822,355
9242822,358
9272915,112
9262201,50689
9262201,50716
9262201,50718
9242822,363
9262201,50685
9262201,50686
9262201,50717
9262201,50687
9262201,50690
9262201,50696
9262201,50714
9262201,50715
9242822,357
9242822,359
9242822,360
9262201,50713
9242822,361
9262201,50719
9262201,50691
9262201,50692
9262201,50693
9242822,362
9262201,50694
9262201,50695
9262201,50697
9262201,50561
9262423,22
9252547,684
9262423,21
9242553,20
9262201,50139
9252543,202508
9252202,133464
9252593,50150
9252543,202172
9252543,202176
9252543,202168
9252543,202177
9252543,202178
9252543,202174
9252543,202173
9252445,50290
9252543,202175
9252552,50091
9252543,202171
9262201,50098
9252543,201981
9262205,35
9252560,50140
9262205,34
9262205,17
9252324,50785
9252205,119526
9262205,18
9252078,58030
9262201,50097
9252324,50792
9262205,31
9252247,50174
9262201,50096
9262205,37
9262201,50099
9252543,200889
9252201,173579
9252543,200888
9252201,173541
9252201,173580
9252201,173540
9252201,173539
9252205,119452
9252201,173464
9262201,50463
9262201,50460
9252547,387
9262201,50461
9252547,386
9262201,50462
9252547,385
9252033,66796
9252450,56914
9252201,174469
9252201,174471
9252201,174468
9262205,50063
9252201,174470
9252205,120102
9252201,174472
9252205,119993
9252403,55472
9252205,119999
9252543,203556
9251160,26382
9251340,1348
9251340,183
9251160,22616
9251340,2095
9251160,27409
9251160,27574
9251340,1877
9251160,26213
9251160,27186
9251340,83
9251340,1724
9251340,799
9251340,1432
9254422,92
9251340,467
9251160,27581
9254422,96
9251340,1372
9251340,1464
9251340,2335
9251340,2334
9254422,93
9251160,25337
9251340,1500
9251340,1749
9251510,51767
9272891,28
9252033,66830
9251512,69837
9272891,19
9252211,133032
9252211,132593
9251510,51502
9263102,50296
9252211,130778
9262475,342
9252423,61790
9252475,96663
9272969,324
9242822,5036
9242822,5993
9252205,126368
9273019,39
9272989,293
9252205,126408
9242642,196
9272752,201
9251513,52823
9263102,60148
9263102,59954
9251316,5802
9251316,5308
9273018,22
9272995,315
9252543,208212
9272995,383
9251513,52795
9252202,143621
9242557,117
9262475,52247
9252202,143390
9252202,143397
9251305,932
9242569,100
9263102,56825
9272989,67
9252435,68885
9242752,27
9272957,194
9252202,140943
9252202,142802
9263102,55749
9242774,156
9251289,57120
9263102,54757
9242774,155
9252205,121537
9263102,53510
9242778,261
9252435,68352
9252543,205471
9252543,206320
9252202,140629
9251512,72706
9251512,72704
9251512,72705
9252026,68313
9252545,61029
9272999,9
9263102,51959
9253102,193467
9272970,10
9252202,139070
9252202,139026
9252475,97285
9252543,205490
9242581,391
9252435,67881
9252202,138302
9251252,18
9251512,13822
9251252,17
9254422,139
9252202,76010
9252201,64268
9251340,2688
9252202,45287
9252543,95951
9252205,40085
9252435,11334
9252370,481
9252202,47108
9233102,14936
9251340,2303
9251160,11279
9251512,13649
9251512,13827
9252202,54392
9251512,13647
9252546,74
9251512,13817
9252201,79829
9252531,4517
9251512,13820
9252265,176
9251512,13891
9251512,13893
9251512,13645
9251512,13819
9252205,68530
9252201,121811
9252543,126494
9252202,70394
9252202,67262
9251512,13824
9252201,21187
9252370,403
9242205,77029
9242512,3636
9252201,88687
9252201,94308
9252435,15482
9252543,134977
9252543,82655
9252201,94317
9252202,75988
9252370,409
9252543,96557
9242495,4531
9252526,535
9252202,70397
9252531,2012
9242462,5866
9252201,94307
9252332,1161
9252370,383
9252201,54566
9252026,11742
9252201,63944
9252543,129216
9252205,58486
9252205,58489
9252543,96605
9242437,10640
9252205,57987
9252496,236
9252201,51598
9252201,87862
9252205,68531
9252201,66004
9252531,2026
9252500,2739
9252500,2147
9252205,68533
9252202,67771
9252543,126493
9252026,14650
9252332,890
9252435,15483
9252543,137307
9252531,2011
9252543,129215
9252026,16095
9252205,65728
9252543,147749
9252205,62323
9252202,58583
9251340,1311
9252026,14598
9252201,51600
9252543,119521
9252201,101146
9252543,147763
9252202,76022
9252202,19047
9252201,51601
9252543,98318
9252201,94305
9252299,149
9252201,103997
9252435,15257
9252435,9254
9252205,23590
9252543,137117
9252201,87858
9252201,121819
9252503,473
9252030,518
9252435,15256
9252201,66187
9252201,121807
9252543,96606
9252435,15481
9252067,1960
9252205,62324
9252543,84714
9252202,76020
9252531,4518
9242543,134081
9252201,27084
9252201,64269
9252464,2482
9252201,100423
9252205,60910
9252205,36373
9252202,58585
9252201,87861
9252201,87859
9252435,10920
9252201,21188
9252543,31594
9252201,94309
9252201,78506
9252201,66234
9252543,119522
9252201,98243
9252201,66186
9242026,16260
9242205,75694
9242205,70268
9242437,10809
9252205,58490
9252543,137468
9252201,121808
9252205,68532
9252201,94318
9252205,40086
9252201,49478
9252614,49
9252205,58487
9252039,5088
9252202,54393
9252543,122082
9252060,1555
9252435,11333
9252201,49293
9252201,51599
9252543,96012
9252543,122081
9252201,92460
9252205,50569
9252205,58492
9252205,33456
9252201,67218
9252201,92461
9252201,91344
9252205,41753
9252201,91343
9252332,418
9252205,58491
9252201,49219
9252201,79831
9252201,67522
9252201,49294
9252500,1687
9252201,79830
9252201,67005
9252205,40087
9252202,28550
9252201,94316
9252201,58159
9252435,12702
9252205,50663
9252205,36372
9252435,10788
9252201,94319
9252201,49416
9252201,93617
9252202,29142
9252324,310
9252543,122083
9252201,87860
9252201,64280
9252202,80099
9252543,145561
9252205,40301
9252026,7291
9252201,55130
9252205,33378
9252205,67924
9252435,13504
9252543,96608
9252202,80098
9252537,181
9252201,49295
9252201,94315
9261100,50909
9261100,50862
9251340,1863
9251340,1862
9242205,74576
9261100,50930
9261100,50881
9261100,50888
9261100,50900
9252202,132503
9261100,50959
9261100,50922
9261100,50953
9261100,50938
9261100,50950
9261100,50939
9261100,50890
9252202,132507
9261100,50880
9261100,50887
9261100,50948
9261100,50952
9261100,50992
9261126,8
9263100,300
9251511,50216
9251513,52032
9251513,51970
9251513,51954
9252536,52015
9272947,27
9262205,50090
9262201,50299
9252450,56871
9252543,204295
9272902,224
9252201,175045
9263100,175
9252447,50454
9252211,132620
9252078,58135
9252543,203253
9252450,56665
9251510,51492
9252201,174296
9252211,132071
9261129,188
9252202,134100
9252359,50892
9252202,134072
9251511,50215
9252205,119720
9252205,119719
9252211,131495
9252211,131693
9252543,202425
9251342,58880
9242288,10774
9252543,201248
9252543,200960
9252543,148491
9252543,148492
9252543,148493
9252205,68880
9252543,206214
9252202,140326
9252202,140344
9252202,140164
9252543,206095
9272891,423
9252202,140009
9252543,203254
9272971,176
9272891,414
9251160,15784
9272957,131
9242602,305
9261103,576
9272957,51
9252033,67298
9251513,52642
9251513,52619
9251513,52491
9251512,69321
9242581,540
9252202,137489
9252211,134749
9251342,59001
9252202,135808
9262450,50201
9251513,52373
9272947,26
9253100,68697
9251342,59034
9252205,120876
9252205,120878
9252202,137482
9252205,120877
9252047,55271
9251513,52185
9252201,175044
9252201,175043
9251513,52150
9252211,132720
9251511,50230
9272927,382
9252202,136406
9252202,136405
9272927,309
9251513,52123
9273002,150
9272989,276
9262450,51116
9252435,68964
9272989,27
9252470,51258
9252205,124444
9242822,1748
9252201,178495
9242822,1747
9252205,126053
9252201,178264
9252201,178415
9252543,207309
9242808,23
9252201,177040
9253102,194314
9242580,813
9272825,2107
9262205,50877
9242580,814
9252202,141640
9272825,2109
9252547,1178
9242450,56381
9242450,56382
9272825,1920
9252208,59110
9242553,806
9242553,807
9242773,32
9251305,1033
9251512,73643
9242822,1444
9252208,59119
9262205,50784
9242822,1452
9242866,64
9242580,4
9242822,1443
9263102,53992
9251513,52551
9252211,137006
9251513,52552
9252248,72626
9251513,52320
9253100,71084
9252435,68313
9242814,3
9252202,140896
9253100,71656
9252547,1064
9252202,140378
9252543,206219
9242553,2902
9272942,481
9242822,5601
9273025,60
9273025,76
9252202,144894
9263102,61560
9262205,52982
9262205,52981
9242707,6
9242602,1823
9263102,59382
9272918,254
9242822,3689
9242559,516
9242553,1024
9273019,15
9272989,798
9261103,577
9252201,179934
9251342,59103
9251513,52699
9242719,2
9242752,93
9242822,1969
9242898,63
9242802,116
9262209,3
9251340,52754
9242962,191
9251305,6911
9242570,616
9242822,2058
9242795,20
9263102,59383
9253100,72184
9253100,72185
9253100,72186
9272982,146
9272989,336
9251316,3965
9253100,72295
9251305,5231
9251305,5305
9272778,79
9263102,59218
9262201,50791
9262201,52068
9242754,63
9242818,28
9262201,52064
9242580,1066
9242665,176
9272942,230
9242683,20
9272978,254
9262450,51244
9242642,114
9242854,113
9242770,7
9252201,179192
9242553,488
9262201,52346
9242822,1925
9272942,268
9242553,433
9242822,1922
9242642,111
9272890,491
9242822,1923
9272942,266
9262205,52136
9262201,52345
9262475,52823
9252475,97044
